bird_y,bird_velocity,gap_top,gap_bottom,pipe_dx,action
327,5.0,139,289,270,0
333,5.5,139,289,267,0
339,6.0,139,289,264,0
345,6.5,139,289,261,0
352,7.0,139,289,258,0
360,7.5,139,289,255,0
368,8.0,139,289,252,0
376,8.5,139,289,249,0
385,9.0,139,289,246,0
395,9.5,139,289,243,0
405,10.0,139,289,240,0
415,10.5,139,289,237,0
426,11.0,139,289,234,0
438,11.5,139,289,231,0
450,12.0,139,289,228,0
462,12.5,139,289,225,0
475,13.0,139,289,222,0
489,13.5,139,289,219,0
503,-10,139,289,216,0
493,-9.5,139,289,213,0
484,-9.0,139,289,210,0
476,-8.5,139,289,207,0
468,-8.0,139,289,204,0
460,-7.5,139,289,201,0
453,-7.0,139,289,198,0
447,-6.5,139,289,195,0
441,-6.0,139,289,192,0
435,-5.5,139,289,189,0
430,-5.0,139,289,186,0
426,-4.5,139,289,183,0
422,-4.0,139,289,180,0
418,-3.5,139,289,177,1
409,-9.5,139,289,174,1
399,-9.5,139,289,171,1
390,-9.5,139,289,168,1
380,-9.5,139,289,165,1
371,-9.5,139,289,162,1
361,-9.5,139,289,159,1
352,-9.5,139,289,156,1
342,-9.5,139,289,153,1
333,-9.5,139,289,150,1
323,-9.5,139,289,147,1
314,-9.5,139,289,144,1
304,-9.5,139,289,141,1
295,-9.5,139,289,138,1
285,-9.5,139,289,135,1
276,-9.5,139,289,132,1
266,-9.5,139,289,129,1
257,-9.5,139,289,126,1
247,-9.5,139,289,123,1
238,-9.5,139,289,120,1
228,-9.5,139,289,117,1
219,-9.5,139,289,114,1
209,-9.5,139,289,111,1
200,-9.5,139,289,108,0
191,-9.0,139,289,105,0
182,-8.5,139,289,102,0
174,-8.0,139,289,99,0
167,-7.5,139,289,96,0
160,-7.0,139,289,93,0
153,-6.5,139,289,90,0
147,-6.0,139,289,87,0
142,-5.5,139,289,84,0
137,-5.0,139,289,81,0
132,-4.5,139,289,78,0
128,-4.0,139,289,75,0
125,-3.5,139,289,72,0
122,-3.0,139,289,69,0
119,-2.5,139,289,66,0
117,-2.0,139,289,63,0
116,-1.5,139,289,60,0
115,-1.0,139,289,57,0
114,-0.5,139,289,54,0
114,0.0,139,289,51,0
115,0.5,139,289,48,0
116,1.0,139,289,45,0
117,1.5,139,289,42,0
119,2.0,139,289,39,0
122,2.5,139,289,36,0
300,0,215,365,300,0
300,0.5,215,365,297,0
301,1.0,215,365,294,0
303,1.5,215,365,291,0
305,2.0,215,365,288,0
307,2.5,215,365,285,0
310,3.0,215,365,282,0
314,3.5,215,365,279,0
318,4.0,215,365,276,0
322,4.5,215,365,273,0
327,5.0,215,365,270,0
333,5.5,215,365,267,0
339,6.0,215,365,264,0
345,6.5,215,365,261,0
352,7.0,215,365,258,0
360,7.5,215,365,255,0
368,8.0,215,365,252,0
376,8.5,215,365,249,0
385,9.0,215,365,246,0
395,9.5,215,365,243,0
405,10.0,215,365,240,0
415,10.5,215,365,237,0
426,11.0,215,365,234,0
438,11.5,215,365,231,0
450,12.0,215,365,228,0
462,12.5,215,365,225,0
475,13.0,215,365,222,0
489,13.5,215,365,219,0
503,14.0,215,365,216,0
517,14.5,215,365,213,0
532,15.0,215,365,210,0
548,15.5,215,365,207,0
564,16.0,215,365,204,0
300,0,259,409,300,0
300,0.5,259,409,297,0
301,1.0,259,409,294,0
303,1.5,259,409,291,0
305,2.0,259,409,288,0
307,2.5,259,409,285,0
310,3.0,259,409,282,0
314,3.5,259,409,279,0
318,4.0,259,409,276,0
322,4.5,259,409,273,0
327,5.0,259,409,270,0
333,5.5,259,409,267,0
339,6.0,259,409,264,0
345,6.5,259,409,261,0
352,7.0,259,409,258,0
360,7.5,259,409,255,0
368,8.0,259,409,252,0
376,8.5,259,409,249,0
385,9.0,259,409,246,0
395,9.5,259,409,243,0
405,10.0,259,409,240,0
415,10.5,259,409,237,0
426,11.0,259,409,234,0
438,11.5,259,409,231,0
450,12.0,259,409,228,0
462,12.5,259,409,225,0
475,13.0,259,409,222,0
489,13.5,259,409,219,0
503,14.0,259,409,216,0
517,14.5,259,409,213,0
532,15.0,259,409,210,0
548,15.5,259,409,207,0
564,16.0,259,409,204,0
300,0,158,308,300,0
300,0.5,158,308,297,0
301,1.0,158,308,294,0
303,1.5,158,308,291,0
305,2.0,158,308,288,0
307,2.5,158,308,285,0
310,3.0,158,308,282,0
314,3.5,158,308,279,0
318,4.0,158,308,276,0
322,4.5,158,308,273,0
327,5.0,158,308,270,0
333,5.5,158,308,267,0
339,6.0,158,308,264,0
345,6.5,158,308,261,0
352,7.0,158,308,258,0
360,7.5,158,308,255,0
368,8.0,158,308,252,0
376,8.5,158,308,249,0
385,-10,158,308,246,0
376,-9.5,158,308,243,0
367,-9.0,158,308,240,0
358,-8.5,158,308,237,0
350,-8.0,158,308,234,0
343,-7.5,158,308,231,0
336,-7.0,158,308,228,0
329,-6.5,158,308,225,0
323,-6.0,158,308,222,0
318,-5.5,158,308,219,0
313,-5.0,158,308,216,0
308,-4.5,158,308,213,0
304,-4.0,158,308,210,0
301,-3.5,158,308,207,0
298,-3.0,158,308,204,0
295,-2.5,158,308,201,0
293,-2.0,158,308,198,0
292,-1.5,158,308,195,0
291,-1.0,158,308,192,0
290,-0.5,158,308,189,0
290,0.0,158,308,186,0
291,0.5,158,308,183,0
292,1.0,158,308,180,0
293,1.5,158,308,177,1
284,-9.5,158,308,174,1
274,-9.5,158,308,171,1
265,-9.5,158,308,168,1
255,-9.5,158,308,165,1
246,-9.5,158,308,162,1
236,-9.5,158,308,159,1
227,-9.5,158,308,156,0
218,-9.0,158,308,153,0
209,-8.5,158,308,150,0
201,-8.0,158,308,147,0
194,-7.5,158,308,144,0
187,-7.0,158,308,141,0
180,-6.5,158,308,138,0
174,-6.0,158,308,135,0
169,-5.5,158,308,132,0
164,-5.0,158,308,129,0
159,-4.5,158,308,126,0
155,-4.0,158,308,123,0
152,-3.5,158,308,120,0
149,-3.0,158,308,117,0
146,-2.5,158,308,114,0
144,-2.0,158,308,111,0
143,-1.5,158,308,108,0
142,-1.0,158,308,105,0
141,-0.5,158,308,102,0
141,0.0,158,308,99,0
142,0.5,158,308,96,0
143,1.0,158,308,93,0
144,1.5,158,308,90,0
146,2.0,158,308,87,0
149,2.5,158,308,84,0
152,3.0,158,308,81,0
155,3.5,158,308,78,0
159,4.0,158,308,75,0
164,4.5,158,308,72,0
169,5.0,158,308,69,0
174,5.5,158,308,66,0
180,6.0,158,308,63,0
187,6.5,158,308,60,0
194,7.0,158,308,57,0
201,7.5,158,308,54,0
209,8.0,158,308,51,0
218,8.5,158,308,48,0
227,9.0,158,308,45,0
236,9.5,158,308,42,1
227,-9.5,158,308,39,0
218,-9.0,158,308,36,0
209,-8.5,158,308,33,0
201,-8.0,158,308,30,0
194,-7.5,158,308,27,0
187,-7.0,158,308,24,0
180,-6.5,158,308,21,0
174,-6.0,158,308,18,0
169,-5.5,158,308,15,0
164,-5.0,158,308,12,0
159,-4.5,158,308,9,0
300,0,303,453,300,0
300,0.5,303,453,297,0
301,1.0,303,453,294,0
303,1.5,303,453,291,0
305,2.0,303,453,288,0
307,2.5,303,453,285,0
310,3.0,303,453,282,0
314,3.5,303,453,279,0
318,4.0,303,453,276,0
322,4.5,303,453,273,0
327,5.0,303,453,270,0
333,5.5,303,453,267,0
339,6.0,303,453,264,0
345,6.5,303,453,261,0
352,7.0,303,453,258,0
360,7.5,303,453,255,0
368,8.0,303,453,252,0
376,8.5,303,453,249,0
385,9.0,303,453,246,0
395,-10,303,453,243,0
385,-9.5,303,453,240,0
376,-9.0,303,453,237,0
368,-8.5,303,453,234,0
360,-8.0,303,453,231,0
352,-7.5,303,453,228,0
345,-7.0,303,453,225,0
339,-6.5,303,453,222,0
333,-6.0,303,453,219,0
327,-5.5,303,453,216,0
322,-5.0,303,453,213,0
318,-4.5,303,453,210,0
314,-4.0,303,453,207,0
310,-3.5,303,453,204,0
307,-3.0,303,453,201,0
305,-2.5,303,453,198,0
303,-2.0,303,453,195,0
301,-1.5,303,453,192,0
300,-1.0,303,453,189,0
300,-0.5,303,453,186,0
300,0.0,303,453,183,0
300,0.5,303,453,180,0
301,1.0,303,453,177,0
303,1.5,303,453,174,0
305,2.0,303,453,171,0
307,2.5,303,453,168,0
310,3.0,303,453,165,0
314,3.5,303,453,162,0
318,4.0,303,453,159,0
322,4.5,303,453,156,0
327,5.0,303,453,153,0
333,5.5,303,453,150,0
339,6.0,303,453,147,0
345,6.5,303,453,144,0
352,7.0,303,453,141,0
360,7.5,303,453,138,0
368,8.0,303,453,135,0
376,8.5,303,453,132,0
385,9.0,303,453,129,1
376,-9.5,303,453,126,1
366,-9.5,303,453,123,0
357,-9.0,303,453,120,0
349,-8.5,303,453,117,0
341,-8.0,303,453,114,0
333,-7.5,303,453,111,0
326,-7.0,303,453,108,0
320,-6.5,303,453,105,0
314,-6.0,303,453,102,0
308,-5.5,303,453,99,0
303,-5.0,303,453,96,0
299,-4.5,303,453,93,0
295,-4.0,303,453,90,0
291,-3.5,303,453,87,0
288,-3.0,303,453,84,0
286,-2.5,303,453,81,0
284,-2.0,303,453,78,0
282,-1.5,303,453,75,0
281,-1.0,303,453,72,0
281,-0.5,303,453,69,0
281,0.0,303,453,66,0
281,0.5,303,453,63,0
282,1.0,303,453,60,0
284,1.5,303,453,57,0
286,2.0,303,453,54,0
288,2.5,303,453,51,0
291,3.0,303,453,48,0
295,3.5,303,453,45,0
299,4.0,303,453,42,0
303,4.5,303,453,39,0
308,5.0,303,453,36,0
314,5.5,303,453,33,0
320,6.0,303,453,30,0
326,6.5,303,453,27,0
333,7.0,303,453,24,0
341,7.5,303,453,21,0
349,8.0,303,453,18,0
357,8.5,303,453,15,0
366,9.0,303,453,12,0
376,9.5,303,453,9,0
386,10.0,303,453,6,1
376,-9.5,303,453,3,1
367,-9.5,303,453,0,0
358,-9.0,303,453,-3,0
349,-8.5,303,453,-6,0
341,-8.0,303,453,-9,0
334,-7.5,303,453,-12,0
327,-7.0,303,453,-15,0
320,-6.5,303,453,-18,0
314,-6.0,303,453,-21,0
309,-5.5,303,453,-24,0
304,-5.0,303,453,-27,0
300,0,297,447,300,0
300,0.5,297,447,297,0
301,1.0,297,447,294,0
303,1.5,297,447,291,0
305,2.0,297,447,288,0
307,2.5,297,447,285,0
310,3.0,297,447,282,0
314,3.5,297,447,279,0
318,4.0,297,447,276,0
322,4.5,297,447,273,0
327,5.0,297,447,270,0
333,5.5,297,447,267,0
339,6.0,297,447,264,0
345,6.5,297,447,261,0
352,7.0,297,447,258,0
360,7.5,297,447,255,0
368,8.0,297,447,252,0
376,8.5,297,447,249,0
385,9.0,297,447,246,0
395,9.5,297,447,243,0
405,10.0,297,447,240,0
415,10.5,297,447,237,0
426,11.0,297,447,234,0
438,11.5,297,447,231,0
450,12.0,297,447,228,0
462,12.5,297,447,225,0
475,13.0,297,447,222,0
489,13.5,297,447,219,0
503,14.0,297,447,216,0
517,14.5,297,447,213,0
532,15.0,297,447,210,0
548,15.5,297,447,207,0
564,16.0,297,447,204,0
300,0,226,376,300,0
300,0.5,226,376,297,0
301,1.0,226,376,294,0
303,1.5,226,376,291,0
305,2.0,226,376,288,0
307,2.5,226,376,285,0
310,3.0,226,376,282,0
314,3.5,226,376,279,0
318,4.0,226,376,276,0
322,4.5,226,376,273,0
327,5.0,226,376,270,0
333,5.5,226,376,267,0
339,6.0,226,376,264,0
345,6.5,226,376,261,0
352,7.0,226,376,258,0
360,7.5,226,376,255,0
368,8.0,226,376,252,0
376,8.5,226,376,249,0
385,9.0,226,376,246,0
395,9.5,226,376,243,0
405,10.0,226,376,240,0
415,10.5,226,376,237,0
426,-10,226,376,234,0
417,-9.5,226,376,231,0
408,-9.0,226,376,228,0
399,-8.5,226,376,225,0
391,-8.0,226,376,222,0
384,-7.5,226,376,219,0
377,-7.0,226,376,216,0
370,-6.5,226,376,213,0
364,-6.0,226,376,210,0
359,-5.5,226,376,207,0
354,-5.0,226,376,204,0
349,-4.5,226,376,201,0
345,-4.0,226,376,198,0
342,-3.5,226,376,195,0
339,-3.0,226,376,192,0
336,-2.5,226,376,189,0
334,-2.0,226,376,186,0
333,-1.5,226,376,183,0
332,-1.0,226,376,180,0
331,-0.5,226,376,177,1
322,-9.5,226,376,174,1
312,-9.5,226,376,171,1
303,-9.5,226,376,168,1
293,-9.5,226,376,165,0
284,-9.0,226,376,162,0
276,-8.5,226,376,159,0
268,-8.0,226,376,156,0
260,-7.5,226,376,153,0
253,-7.0,226,376,150,0
247,-6.5,226,376,147,0
241,-6.0,226,376,144,0
235,-5.5,226,376,141,0
230,-5.0,226,376,138,0
226,-4.5,226,376,135,0
222,-4.0,226,376,132,0
218,-3.5,226,376,129,0
215,-3.0,226,376,126,0
213,-2.5,226,376,123,0
211,-2.0,226,376,120,0
209,-1.5,226,376,117,0
208,-1.0,226,376,114,0
208,-0.5,226,376,111,0
208,0.0,226,376,108,0
208,0.5,226,376,105,0
209,1.0,226,376,102,0
211,1.5,226,376,99,0
213,2.0,226,376,96,0
215,2.5,226,376,93,0
218,3.0,226,376,90,0
222,3.5,226,376,87,0
226,4.0,226,376,84,0
230,4.5,226,376,81,0
235,5.0,226,376,78,0
241,5.5,226,376,75,0
247,6.0,226,376,72,0
253,6.5,226,376,69,0
260,7.0,226,376,66,0
268,7.5,226,376,63,0
276,8.0,226,376,60,0
284,8.5,226,376,57,0
293,9.0,226,376,54,0
303,9.5,226,376,51,0
313,10.0,226,376,48,1
303,-9.5,226,376,45,1
294,-9.5,226,376,42,0
285,-9.0,226,376,39,0
276,-8.5,226,376,36,0
268,-8.0,226,376,33,0
261,-7.5,226,376,30,0
254,-7.0,226,376,27,0
247,-6.5,226,376,24,0
241,-6.0,226,376,21,0
236,-5.5,226,376,18,0
231,-5.0,226,376,15,0
226,-4.5,226,376,12,0
